time,场站名称,lon,lat,实测风速(m/s),出线柜功率(MW),prs,t,difssi,ssi,ws,dirssi,rhu
2024-08-16 14:45:00,test1,100.37,35.96,13.22,24.04,699.0,20.0,110.8,962.9,2.4,983.2,22.7
2024-08-16 15:00:00,test1,100.37,35.96,13.17,20.84,698.7,20.2,109.9,943.8,2.1,980.5,21.6
2024-08-16 15:15:00,test1,100.37,35.96,13.66,19.86,698.4,20.4,128.0,904.7,1.9,944.0,21.0
2024-08-16 15:30:00,test1,100.37,35.96,12.56,20.14,698.4,20.6,495.5,721.4,2.5,281.8,20.7
2024-08-16 15:45:00,test1,100.37,35.96,11.21,19.79,698.7,19.2,255.3,255.3,7.9,0.0,25.2
2024-08-16 16:00:00,test1,100.37,35.96,10.66,20.19,698.5,19.0,482.0,753.0,7.6,366.0,27.4
2024-08-16 16:15:00,test1,100.37,35.96,11.01,20.14,698.2,19.4,200.3,758.5,6.9,784.0,25.3
2024-08-16 16:30:00,test1,100.37,35.96,10.65,21.14,697.8,19.5,99.1,716.7,5.0,926.4,24.2
2024-08-16 16:45:00,test1,100.37,35.96,11.71,20.27,697.4,20.0,105.5,676.3,3.4,899.1,22.5
2024-08-16 17:00:00,test1,100.37,35.96,10.31,20.49,697.5,20.5,94.8,615.6,2.4,892.3,20.6
2024-08-16 17:15:00,test1,100.37,35.96,11.81,20.94,697.8,20.8,103.7,571.0,2.7,853.4,19.0
2024-08-16 17:30:00,test1,100.37,35.96,10.54,18.44,697.7,21.1,116.9,522.8,3.9,794.8,18.1
2024-08-16 17:45:00,test1,100.37,35.96,10.75,16.54,697.8,20.9,115.7,359.3,4.9,537.7,18.1
2024-08-16 18:00:00,test1,100.37,35.96,14.08,15.93,698.1,20.7,114.1,266.7,5.9,368.2,17.9
2024-08-16 18:15:00,test1,100.37,35.96,11.14,16.15,698.3,20.7,76.4,345.4,6.9,758.1,17.2
2024-08-16 18:30:00,test1,100.37,35.96,11.33,22.08,698.1,20.5,72.4,299.2,7.0,720.9,17.2
2024-08-16 18:45:00,test1,100.37,35.96,8.94,22.12,698.2,20.2,65.3,228.8,6.7,647.9,17.6
2024-08-16 19:00:00,test1,100.37,35.96,8.17,16.05,698.5,19.8,59.5,181.6,5.7,582.7,18.5
2024-08-16 19:15:00,test1,100.37,35.96,6.2,8.96,698.7,19.3,52.7,137.0,4.6,502.1,20.2
2024-08-16 19:30:00,test1,100.37,35.96,6.05,7.11,698.8,18.2,39.1,74.1,3.8,333.8,23.0
2024-08-16 19:45:00,test1,100.37,35.96,8.18,10.34,698.8,17.1,26.4,37.6,3.5,177.6,25.5
2024-08-16 20:00:00,test1,100.37,35.96,10.7,16.35,698.9,16.1,0.0,0.0,3.8,0.0,23.6
2024-08-16 20:15:00,test1,100.37,35.96,10.87,18.07,699.2,16.0,0.0,0.0,4.3,0.0,22.2
2024-08-16 20:30:00,test1,100.37,35.96,10.7,19.55,699.4,15.8,0.0,0.0,4.3,0.0,21.7
2024-08-16 20:45:00,test1,100.37,35.96,11.75,31.07,699.3,15.3,0.0,0.0,3.9,0.0,22.2
2024-08-16 21:00:00,test1,100.37,35.96,10.25,22.05,699.5,14.7,0.0,0.0,3.7,0.0,23.7
2024-08-16 21:15:00,test1,100.37,35.96,7.93,16.24,699.6,14.3,0.0,0.0,3.7,0.0,25.3
2024-08-16 21:30:00,test1,100.37,35.96,6.97,7.62,699.7,13.9,0.0,0.0,3.5,0.0,26.6
2024-08-16 21:45:00,test1,100.37,35.96,7.37,15.48,700.0,13.5,0.0,0.0,3.1,0.0,27.4
2024-08-16 22:00:00,test1,100.37,35.96,7,6.76,700.2,13.1,0.0,0.0,2.7,0.0,27.5
2024-08-16 22:15:00,test1,100.37,35.96,7.06,9.37,700.2,12.7,0.0,0.0,3.1,0.0,27.2
2024-08-16 22:30:00,test1,100.37,35.96,4.98,5.85,700.2,12.4,0.0,0.0,3.1,0.0,28.4
2024-08-16 22:45:00,test1,100.37,35.96,3.65,1.59,700.2,12.0,0.0,0.0,2.9,0.0,30.9
2024-08-16 23:00:00,test1,100.37,35.96,2.34,0.15,700.5,11.9,0.0,0.0,3.3,0.0,31.8
2024-08-16 23:15:00,test1,100.37,35.96,3.28,2.44,700.7,12.0,0.0,0.0,4.2,0.0,30.1
2024-08-16 23:30:00,test1,100.37,35.96,11.47,19.94,700.6,11.7,0.0,0.0,4.3,0.0,29.7
2024-08-16 23:45:00,test1,100.37,35.96,5.49,6.72,700.6,11.5,0.0,0.0,4.2,0.0,31.3
2024-08-17 00:00:00,test1,100.37,35.96,3.52,1.42,700.4,11.2,0.0,0.0,4.0,0.0,34.2
2024-08-17 00:00:00,test1,100.37,35.96,3.52,1.42,701.6,10.3,0.0,0.0,3.7,0.0,57.7
2024-08-17 00:15:00,test1,100.37,35.96,4.47,2.75,702.2,9.9,0.0,0.0,3.1,0.0,58.9
2024-08-17 00:30:00,test1,100.37,35.96,4.86,4,702.2,9.9,0.0,0.0,3.2,0.0,57.7
2024-08-17 00:45:00,test1,100.37,35.96,3.17,3.06,702.2,9.7,0.0,0.0,2.8,0.0,58.2
2024-08-17 01:00:00,test1,100.37,35.96,1.74,0.05,702.2,9.6,0.0,0.0,2.6,0.0,58.7
2024-08-17 01:15:00,test1,100.37,35.96,2.47,0.25,702.1,9.5,0.0,0.0,2.9,0.0,58.7
2024-08-17 01:30:00,test1,100.37,35.96,1.66,0.15,701.8,9.3,0.0,0.0,3.2,0.0,58.4
2024-08-17 01:45:00,test1,100.37,35.96,1.37,0,701.5,8.9,0.0,0.0,2.9,0.0,59.5
2024-08-17 02:00:00,test1,100.37,35.96,2.39,0.65,701.7,8.7,0.0,0.0,2.5,0.0,59.9
2024-08-17 02:15:00,test1,100.37,35.96,2.82,1.26,702.0,8.6,0.0,0.0,2.5,0.0,59.8
2024-08-17 02:30:00,test1,100.37,35.96,3.27,1.35,700.9,8.4,0.0,0.0,2.5,0.0,60.1
2024-08-17 02:45:00,test1,100.37,35.96,3.4,2,700.3,8.2,0.0,0.0,2.4,0.0,60.7
2024-08-17 03:00:00,test1,100.37,35.96,2.47,1.14,700.3,8.0,0.0,0.0,2.5,0.0,61.5
2024-08-17 03:15:00,test1,100.37,35.96,2.43,1.14,700.4,7.8,0.0,0.0,2.5,0.0,62.3
2024-08-17 03:30:00,test1,100.37,35.96,2.57,0.94,700.5,7.6,0.0,0.0,2.7,0.0,63.4
2024-08-17 03:45:00,test1,100.37,35.96,2.42,0.17,700.9,7.4,0.0,0.0,2.7,0.0,64.6
2024-08-17 04:00:00,test1,100.37,35.96,1.86,0,701.0,7.2,0.0,0.0,2.5,0.0,66.0
2024-08-17 04:15:00,test1,100.37,35.96,2.26,0.08,700.9,7.1,0.0,0.0,2.3,0.0,67.0
2024-08-17 04:30:00,test1,100.37,35.96,2.31,0.35,700.5,7.1,0.0,0.0,1.9,0.0,67.3
2024-08-17 04:45:00,test1,100.37,35.96,2.79,1.26,700.1,7.0,0.0,0.0,1.6,0.0,67.5
2024-08-17 05:00:00,test1,100.37,35.96,3.06,0.77,700.3,7.0,0.0,0.0,1.2,0.0,67.2
